  id   | timestamp  | publishedat |                                                           title                                                            |                                                                                                                                                                                                                                                                                                                                                                  summary                                                                                                                                                                                                                                                                                                                                                                  |                                                                                               url                                                                                                |                                                                               urlToImage                                                                                | feedback |     entity     | score 
       |            |             |                                                                                                                            | El negocio del Área Regional Latam Norte se incrementó un 59,8 por ciento, hasta los 1.571 millones de euros, impulsado especialmente por México, República Dominicana y Guatemala.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Es destacable la mejora del beneficio del negocio en este país, que creció un 23,4 por ciento, y del ratio combinado, que se situó en el 97,4 por ciento (1,3 puntos porcentuales menos que en septiembre del año anterior).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Las primas del Área Regional Latam Sur al cierre de septiembre de este año se situaron en 1.190 millones, un 1,3 por ciento menos, penalizadas por la situación inflacionaria en Argentina.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Destaca la buena evolución de Perú, con un crecimiento de primas del 12,2 por ciento, hasta los 429 millones, manteniéndose como el país que más contribuye en resultados a esta área regional (con 20 millones de euros) y un excelente ratio combinado del 92,2 por ciento.                                                                                                                                                                                                                                                                                                                                                                                                                                                            +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | En el Área Regional Norteamérica, las primas ascendieron a 1.818 millones de euros (-3,6 por ciento), con un resultado atribuido de 65 millones (el triple que un año antes), debido, entre otros factores, a la caída de la siniestralidad de automóviles y la ausencia de fenómenos atmosféricos adversos de cuantía significativa.                                                                                                                                                                                                                                                                                                                                                                                                    +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Las primas, por su parte, disminuyeron un 4,4 por ciento, hasta los 1.506 millones de euros, debido a las medidas técnicas adoptadas en la suscripción de los negocios, que se enmarcan en la estrategia de crecimiento rentable.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | En Puerto Rico, las primas aumentaron un 0,5 por ciento, hasta los 312 millones de euros, con un incremento significativo del beneficio del 38,7 por ciento, hasta los 15 millones de euros, y una mejora del ratio combinado de 2,4 puntos porcentuales, hasta el 91,8 por ciento.                                                                                                                                                                                                                                                                                                                                                                                                                                                       |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25575 | 2019-10-31 | 2019-10-31  | Aena gana hasta septiembre1.114 millones, un 9,4% más                                                                      | Prevé un incremento del tráfico del 1,1% para este ejercicioLa gestora aeroportuaria Aena ha obtenido un beneficio neto de 1.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | https://www.eleconomista.es/empresas-finanzas/noticias/10169537/10/19/Aena-gana-hasta-septiembre1114-millones-un-94-mas-.html                                                                    | https://s03.s3c.es/imag3/logos/economista/bg-ee-facebook.jpg                                                                                                            |        0 | AENA           | 0.802
 25576 | 2019-10-31 | 2019-10-31  | Mapfre lidera las caídas del Ibex tras ganar un 12,5% menos en el tercer trimestre                                         | Mapfre registró un beneficio neto de 463 millones de euros en los nueve primeros meses del año, lo que supone un 12,5% menos que en el mismo periodo de 2018, ha informado este jueves la aseguradora, que ha atribuido el recorte del beneficio a saneamientos del fondo de comercio de su negocio de Asistencia en Reino Unido, Estados Unidos y Canadá.                                                                                                                                                                                                                                                                                                                                                                               +| https://www.elconfidencial.com/empresas/2019-10-31/mapfre-resultados-brexit_2307788/                                                                                                             | https://www.ecestaticos.com/imagestatic/clipping/b9e/cf1/b9ecf19f9b3fb87225e27380363bcba0/imagen-sin-titulo.jpg?mtime=1572511013                                        |        0 | GAMESA         | 0.801
       |            |             |                                                                                                                            | Asimismo, Mapfre también ha saneado el fondo de comercio de las entidades de Asistencia en Estados Unidos y Canadá por importe de otros 17 millones de euros en línea con la reducción de negocios no rentables.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Además, el resultado de Mapfre en los nueve primeros meses muestra un impacto negativo de 11 millones de euros por la reestructuración del negocio de Asistencia en varios países con operaciones no rentables.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | "Este deterioro de los fondos de comercio no tiene efecto en la tesorería de Mapfre ni afecta a la fortaleza y flexibilidad financiera del grupo ni a los modelos de capital que soportan los ratings y el elevado nivel de solvencia, puesto que los fondos de comercio están excluidos de su cálculo, manteniendo, por tanto, su importante capacidad generadora de dividendos", ha resaltado la firma.                                                                                                                                                                                                                                                                                                                                 |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25577 | 2019-10-31 | 2019-10-31  | Repsol reduce un 32,5% su beneficio por el descenso del petróleo                                                           | Repsol obtuvo un beneficio neto de 1.466 millones de euros en los nueve primeros meses del año, un 32,5% más bajo que entre enero y septiembre de 2018 cuando registró unas ganancias de 2.171 millones de euros, en las que se incluía la plusvalía de 344 millones de euros por la venta de su participación del 20% en la antigua Gas Natural Fenosa (Naturgy).                                                                                                                                                                                                                                                                                                                                                                       +| https://www.elperiodico.com/es/economia/20191031/repsol-reduce-un-325-su-benmeficio-por-la-falta-de-plusvalias-7708403                                                                           | https://estaticos.elperiodico.com/resources/jpg/6/6/49900285-601-1568722065066.jpg                                                                                      |        0 | ENI            | 0.797
       |            |             |                                                                                                                            | En un entorno débil para el refino y la actividad de Libia suspendida durante parte del año, Repsol registró un beneficio neto ajustado, aquel que mide específicamente el comportamiento de los negocios, de 1.637 millones de euros hasta septiembre, un 4,8% inferior al registrado un año antes.                                                                                                                                                                                                                                                                                                                                                                                                                                     +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | Mientras que, en lo que se denomina negocio 'downstream' (refino, química, movilidad, lubricantes, GLP, 'trading', mayorista de gas, y Repsol Electricidad y Gas) su beneficios se elevaron hasta los 1.087 millones de euros, en línea con los 1.098 millones registrados entre los meses de enero y septiembre del año pasado.                                                                                                                                                                                                                                                                                                                                                                                                          |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25578 | 2019-10-31 | 2019-10-30  | Naturgy gana 901 millones hasta septiembre y acelera sus inversiones en renovables                                         | Naturgy obtuvo un beneficio neto de 901 millones de euros en los nueve primeros meses del año, frente a las pérdidas de 3.040 millones de euros que reportó en el mismo periodo del ejercicio pasado como resultado del deterioro de casi 4.900 millones de euros apuntado por el grupo por la depreciación que llevó a cabo de sus activos, especialmente los de generación en España.                                                                                                                                                                                                                                                                                                                                                  +| https://www.elconfidencial.com/empresas/2019-10-30/naturgy-gana-90millones-septiembre-acelera-inversiones_2305775/                                                                               | https://www.ecestaticos.com/imagestatic/clipping/bec/134/bec1345502438453710b7263c08b6359/imagen-sin-titulo.jpg?mtime=1572422011                                        |        0 | NATURGY        | 0.795
       |            |             |                                                                                                                            | Excluyendo los elementos no recurrentes, el beneficio neto ordinario del grupo fue de 991 millones de euros, lo que supone un incremento del 13% respecto a septiembre del año pasado, impulsado por la evolución de los negocios fuera de España y la mejora en sus operaciones, informó la compañía.                                                                                                                                                                                                                                                                                                                                                                                                                                   +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | La energética, que destaca que estos resultados se han dado a pesar de la falta de crecimiento de los negocios regulados y la ralentización de los negocios liberalizados en un escenario energético más adverso que el del ejercicio anterior, bate así las previsiones del consenso de los analistas, que estimaban un Ebitda promedio reportado de 3.267 millones de euros y un beneficio neto de 893 millones de euros.                                                                                                                                                                                                                                                                                                              +|                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
       |            |             |                                                                                                                            | El grupo presidido por Francisco Reynés, que con estos resultados avanza en la consecución de su plan estratégico 2018-2022, también ha acelerado en estos primeros nueve meses de año su apuesta por las renovables, con una inversión cercana a los 400 millones de euros, la mayor de su historia.                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25579 | 2019-10-31 | 2019-10-31  | Repsol reduce sus beneficios en casi un tercio por la caída del precio del petróleo                                        | La compañía obtuvo un "beneficio neto de 1.466 millones de euros en los primeros nueve meses" de este año 2019, un 32% menos que en el anterior ejercicio, cuando alcanzó ganancias netas de 2.171 millones.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | https://mundo.sputniknews.com/economia/201910311089173673-yana-repsol-reduce-sus-beneficios-en-casi-un-tercio-por-la-caida-del-precio-del-petroleo/                                              | https://cdnmundo2.img.sputniknews.com/sharing_snippet/1089173673.png?1572533160                                                                                         |        0 | REPSOL         | 0.789
 25580 | 2019-10-31 | 2019-10-30  | Realia lanzará su negocio de alquiler de viviendas a principios de 2020                                                    | Por el momento, en los nueve primeros meses de este ejercicio, Realia reportó un beneficio neto de 38,6 millones de euros, un 61,2% más que un año antes, a pesar del descenso registrado en el negocio promotor, que se vio compensado fundamentalmente con el alquiler de patrimonio y la contención de gastos.                                                                                                                                                                                                                                                                                                                                                                                                                        +| https://www.elespanol.com/economia/empresas/20191030/realia-lanzara-negocio-alquiler-viviendas-principios/440706981_0.html                                                                       | https://s5.eestatic.com/2017/03/12/actualidad/Actualidad_200241901_30751340_1706x960.jpg                                                                                |        0 | REALIA         | 0.789
       |            |             |                                                                                                                            | El aumento del 5,8% de los ingresos por el alquiler de la cartera de edificios de oficinas y centros comerciales que tiene en Madrid y Barcelona y que constituye su principal negocio, reportó 62 millones de euros y compensó la caída del 26,9% que se anotó el negocio de promoción y venta de viviendas, que sólo contribuyó con 7,3 millones.                                                                                                                                                                                                                                                                                                                                                                                       |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25581 | 2019-10-31 | 2019-10-30  | Naturgy logra un beneficio neto de 901 millones hasta septiembre y refuerza su apuesta por las renovables                  | Naturgy ha logrado un beneficio neto de 901 millones de euros en los nueve primeros meses del año, frente a las pérdidas de 3.040 millones de euros que reportó en el mismo periodo del ejercicio pasado como resultado del deterioro de casi 4.900 millones de euros apuntado por el grupo por la depreciación que llevó a cabo de sus activos, especialmente los de generación en España.                                                                                                                                                                                                                                                                                                                                              +| https://www.abc.es/economia/abci-naturgy-logra-beneficio-neto-901-millones-hasta-septiembre-y-refuerza-apuesta-renovables-201910301056_noticia.html                                              | https://static2.abc.es/media/economia/2019/10/30/ernesto-agudo-naturgy-kYaB--1024x512@abc.jpg                                                                           |        0 | NATURGY        | 0.788
       |            |             |                                                                                                                            | El grupo presidido por Francisco Reynés, que con estos resultados avanza en la consecución de su plan estratégico 2018-2022, también ha acelerado en estos primeros nueve meses de año su apuesta por las renovables, con una inversión cercana a los 400 millones de euros, la mayor de su historia.                                                                                                                                                                                                                                                                                                                                                                                                                                     |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25582 | 2019-10-31 | 2019-10-31  | Ence multiplicará por 10 sus instalaciones renovables                                                                      | Ence anunció ayer que dispone de una cartera de proyectos de renovables por 2.27 MW, lo que supone multiplicar por 10 su capacidad actual, de 220 MW.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | https://www.eleconomista.es/empresas-finanzas/noticias/10169552/10/19/Ence-multiplicara-por-10-sus-instalaciones-renovables.html                                                                 | https://s03.s3c.es/imag3/logos/economista/bg-ee-facebook.jpg                                                                                                            |        0 | ENCE           | 0.787
 25583 | 2019-10-31 | 2019-10-30  | Repsol incorpora a 20 alumnos del curso de FP dual                                                                         | Este nuevo plan se encuadra en el proyecto que nació en el 2013, un convenio que Repsol Petróleo tiene con la Consellería de Educación.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  +| https://www.lavozdegalicia.es/noticia/coruna/coruna/2019/10/30/repsol-inaugura-curso-fp-dual-20-estudiantes/00031572449814631841516.htm                                                          | https://www.lavozdegalicia.es/default/2019/10/30/00121572450242477701812/Foto/HO31C4F2_164319.jpg                                                                       |        0 | REPSOL         | 0.785
       |            |             |                                                                                                                            | Desde este impulso del ciclo superior e Química Industrial, que se imparte en A Sardiñeira, ya fueron más de 60 alumnos que pudieron combinar su aprendizaje en el centro educativo con las prácticas en el complejo refinador de la petrolera.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25584 | 2019-10-31 | 2019-10-31  | Estancamiento económico; raspón entre Alemania y México en temas de energía | Columnas Financieras 31/10/2019              | Los diarios de circulación nacional presentan opiniones y editoriales con información y trascendidos relevantes en materia económica.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | https://aristeguinoticias.com/3110/mexico/estancamiento-economico-raspon-entre-alemania-y-mexico-en-temas-de-energia-columnas-financieras-31-10-2019/                                            | https://aristeguinoticias.com/wp-content/uploads/2019/04/columnas-financieras-1024x467.jpg                                                                              |        0 | SENER          | 0.784
 25585 | 2019-10-31 | 2019-10-30  | Napito pone en riesgo el T-MEC; energía limpia, ¿equidad o simulación? | Columnas Financieras 30/10/2019                   | Los diarios de circulación nacional presentan opiniones y editoriales con información y trascendidos relevantes en materia económica.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | https://aristeguinoticias.com/3010/mexico/napito-pone-en-riesgo-el-t-mec-energia-limpia-equidad-o-simulacion-columnas-financieras-30-10-2019/                                                    | https://aristeguinoticias.com/wp-content/uploads/2019/04/columnas-financieras-1024x467.jpg                                                                              |        0 | SENER          | 0.784
 25586 | 2019-10-31 | 2019-10-30  | Deoleo reduce sus pérdidas un 65% en los nueve primeros meses, hasta los 22,4 millones                                     | Deoleo, compañía propietaria de marcas de aceite como Koipe y Carbonell, cerró el tercer trimestre del año con unas pérdidas de 22,4 millones de euros, lo que supone una reducción del 65% en comparación con los 'números rojos' de 64 millones de euros del mismo periodo del año pasado.                                                                                                                                                                                                                                                                                                                                                                                                                                              | https://www.expansion.com/empresas/distribucion/2019/10/30/5db9dcefe5fdea59268b4722.html                                                                                                         | https://e00-expansion.uecdn.es/assets/multimedia/imagenes/2019/10/30/5db9dcefe5fdea59268b4722_facebook.jpg                                                              |        0 | DEOLEO         | 0.783
 25587 | 2019-10-31 | 2019-10-31  | Deoleo reduce un 65% sus pérdidas hasta septiembre tras dejar atrás el deterioro de activos no financieros                 | Deoleo, compañía propietaria de marcas de aceite como Koipe y Carbonell, cerró el tercer trimestre del año con unas pérdidas de 22,4 millones de euros, lo que supone una reducción del 65% en comparación con los 'números rojos' de 64 millones de euros del mismo periodo del año pasado.                                                                                                                                                                                                                                                                                                                                                                                                                                              | https://www.eleconomista.es/empresas-finanzas/noticias/10171601/10/19/Deoleo-reduce-un-65-sus-perdidas-hasta-septiembre-tras-dejar-atras-el-deterioro-de-activos-no-financieros.html             | https://s03.s3c.es/imag/_v0/770x420/1/2/e/rrss_Deoleo-marcas-770.jpg                                                                                                    |        0 | DEOLEO         | 0.783
 25588 | 2019-10-31 | 2019-10-31  | Gobierno francés da su visto bueno al plan de fusión entre Fiat Chrysler y Peugeot                                         | El ministro francés de Economía y Finanzas, Bruno Le Maire, dio este jueves (31.10.2019) su visto bueno al proyecto de fusión entre el fabricante automovilístico francés PSA y el ítalo-estadounidense Fiat Chrysler Automobiles (FCA), que a su juicio responde a las necesidades del sector.                                                                                                                                                                                                                                                                                                                                                                                                                                          +| https://www.dw.com/es/gobierno-franc%C3%A9s-da-su-visto-bueno-al-plan-de-fusi%C3%B3n-entre-fiat-chrysler-y-peugeot/a-51061461                                                                    | https://www.dw.com/image/51061352_304.jpg                                                                                                                               |        0 | DAIMLER        | 0.783
       |            |             |                                                                                                                            | Le Maire reiteró que el Estado francés, que posee a través del Banco Público de Inversión (BPI) un 12 % del accionariado del grupo galo, vigilará que las negociaciones no afecten a su implantación industrial y el proyecto de creación de una filial europea de baterías eléctricas.                                                                                                                                                                                                                                                                                                                                                                                                                                                   |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25589 | 2019-10-31 | 2019-10-31  | Prosegur logra beneficio de 118 millones hasta septiembre, un 23,9% menos, y eleva un 9,5% ventas                          | "A pesar de la devaluación adicional de las principales divisas en las que opera el grupo y del coste de las integraciones de las adquisiciones realizadas, el comportamiento positivo de los negocios ha permitido la protección de la rentabilidad en el periodo", ha resaltado Prosegur que ha reconocido estar operando en un entorno macroeconómico "complejo".                                                                                                                                                                                                                                                                                                                                                                     +| https://www.eleconomista.es/empresas-finanzas/noticias/10172258/10/19/Prosegur-logra-beneficio-de-118-millones-hasta-septiembre-un-239-menos-y-eleva-un-95-ventas.html                           | https://s03.s3c.es/imag/_v0/770x420/a/d/c/rrss_prosegur-camion.jpg                                                                                                      |        0 | PROSEGUR       | 0.781
       |            |             |                                                                                                                            | La deuda financiera neta del grupo en los nueve primeros meses de 2019 se ha incrementado con respecto al cierre del año 2018 en 178 millones de euros (excluyendo el impacto de la norma IAS 16) como consecuencia principalmente de las operaciones de crecimiento inorgánico.                                                                                                                                                                                                                                                                                                                                                                                                                                                          |                                                                                                                                                                                                  |                                                                                                                                                                         |          |                | 
 25590 | 2019-10-31 | 2019-10-30  | Ferrovial sigue arrastrando números rojos: pierde 104M por provisiones en USA y UK                                         | Ferrovial registró una pérdida neta de 104 millones de euros al cierre de los nueve primeros meses del año, con lo que se mantiene en números rojos desde que a comienzos de año incurriera en pérdidas por las provisiones realizadas por un contrato de servicios en Reino Unido y varias obras de autopistas en Estados Unidos.                                                                                                                                                                                                                                                                                                                                                                                                       +| https://www.elconfidencial.com/empresas/2019-10-30/ferrovial-sigue-arrastrando-numeros-rojos-pierde-104m-por-provisiones-en-usa-y-uk_2307164/                                                    | https://www.ecestaticos.com/imagestatic/clipping/246/a0b/246a0ba6d7ee61516aaa08245576638f/imagen-sin-titulo.jpg?mtime=1572457435                                        |        0 | FERROVIAL      | 0.779
